"655","doṣas","doṣa","Masculine",2,,
"656","dohas","doha","Masculine",2,,
"657","drapsas","drapsa","Masculine",2,,
"658","dramiḍas","dramiḍa","Masculine",2,,
"659","dramilas","dramila","Masculine",2,,
"660","draviḍas","draviḍa","Masculine",2,,
"661","drohas","droha","Masculine",2,,
"662","dvipas","dvipa","Masculine",2,,
"663","dviras","dvira","Masculine",2,,
"664","dvirephas","dvirepha","Masculine",2,,
"665","dveṣas","dveṣa","Masculine",2,,
"666","dharmas","dharma","Masculine",2,,
"667","dhārakas","dhāraka","Masculine",2,,
"668","dhuras","dhura","Masculine",2,,
"669","dhūpas","dhūpa","Masculine",2,,
"670","dhūmas","dhūma","Masculine",2,,
"671","dhṛtas","dhṛta","Masculine",2,,
"672","dhvajas","dhvaja","Masculine",2,,
"673","nakāras","nakāra","Masculine",2,,
"674","nakulas","nakula","Masculine",2,,
"675","nagnas","nagna","Masculine",2,,
"676","naras","nara","Masculine",2,,
"677","narādhipa​","narādhipa​","Masculine",2,,
"678","narāśaṃsas","narāśaṃsa","Masculine",2,,
"679","nākas","nāka","Masculine",2,,
"680","nāyakas","nāyaka","Masculine",2,,
"681","nāyakādhipas","nāyakādhipa","Masculine",2,,
"682","nārakas","nāraka","Masculine",2,,
"683","nārikelas","nārikela","Masculine",2,,
"684","nāvājas","nāvāja","Masculine",2,,
"685","nāśas","nāśa","Masculine",2,,
"686","nāstikas","nāstika","Masculine",2,,
"687","nijas","nija","Masculine",2,,
"688","nidāghas","nidāgha","Masculine",2,,
"689","nimayas","nimaya","Masculine",2,,
"690","nimiṣas","nimiṣa","Masculine",2,,
"691","nimbūkas","nimbūka","Masculine",2,,
"692","niyamas","niyama","Masculine",2,,
"693","nivāsas","nivāsa","Masculine",2,,
"694","nīlalohitas","nīlalohita","Masculine",2,,
"695","nīl̤as","nīl̤a","Masculine",2,,
"696","nṛpas","nṛpa","Masculine",2,,
"697","netracchadas","netracchada","Masculine",2,,
"698","netropamas","netropama","Masculine",2,,
"699","nyagrodhas","nyagrodha","Masculine",2,,
"700","nyāyas","nyāya","Masculine",2,,
"701","pakāras","pakāra","Masculine",2,,
"702","pakṣas","pakṣa","Masculine",2,,
"703","paṇḍitas","paṇḍita","Masculine",2,,
"704","pad","pad","Masculine",2,,
"705","parāśaras","parāśara","Masculine",2,,
"706","paricchedas","pariccheda","Masculine",2,,
"707","parjanyas","parjanya","Masculine",2,,
"708","parvatas","parvata","Masculine",2,,
"709","parśānas","parśāna","Masculine",2,,
"710","parṣas","parṣa","Masculine",2,,
"711","pavanas","pavana","Masculine",2,,
"712","pāṇḍavas","pāṇḍava","Masculine",2,,
"713","pātas","pāta","Masculine",2,,
"714","pādas","pāda","Masculine",2,,
"715","pādakandukas","pādakanduka","Masculine",2,,
"716","pādapas","pādapa","Masculine",2,,
"717","pādaśothas","pādaśotha","Masculine",2,,
"718","pālakas","pālaka","Masculine",2,,
"719","pāvakas","pāvaka","Masculine",2,,
"720","pāśas","pāśa","Masculine",2,,
"721","piṅgas","piṅga","Masculine",2,,
"722","pitāmahas","pitāmaha","Masculine",2,,
"723","pitṛdevas","pitṛdeva","Masculine",2,,
"724","piśācas","piśāca","Masculine",2,,
"725","pīṭhas","pīṭha","Masculine",2,,
"726","pīnas","pīna","Masculine",2,,
"727","pīnasas","pīnasa","Masculine",2,,
"728","putras","putra","Masculine",2,,
"729","pudgalas","pudgala","Masculine",2,,
"730","puraṃdaras","puraṃdara","Masculine",2,,
"731","puruṣas","puruṣa","Masculine",2,,
"732","puruṣottamas","puruṣottama","Masculine",2,,
"733","purohitas","purohita","Masculine",2,,
"734","pūtivātas","pūtivāta","Masculine",2,,
"735","pūrvāhṇas","pūrvāhṇa","Masculine",2,,
"736","pecakas","pecaka","Masculine",2,,
"737","prakāśas","prakāśa","Masculine",2,,
"738","prakopas","prakopa","Masculine",2,,
"739","praṇayonmādas","praṇayonmāda","Masculine",2,,
"740","pratirodhas","pratirodha","Masculine",2,,
"741","pratiśyāyas","pratiśyāya","Masculine",2,,
"742","prathamas","prathama","Masculine",2,,
"743","prabandhas","prabandha","Masculine",2,,
"744","prabhākīṭas","prabhākīṭa","Masculine",2,,
"745","prayatnas","prayatna","Masculine",2,,
"746","praveśas","praveśa","Masculine",2,,
"747","praśnas","praśna","Masculine",2,,
"748","prastaras","prastara","Masculine",2,,
"749","prahāras","prahāra","Masculine",2,,
"750","prākāras","prākāra","Masculine",2,,
"751","prāṇas","prāṇa","Masculine",2,,
"752","prātaḥkālas","prātaḥkāla","Masculine",2,,
"753","prāsas","prāsa","Masculine",2,,
"754","prāsādas","prāsāda","Masculine",2,,
"755","prauḍhas","prauḍha","Masculine",2,,
"756","phakāras","phakāra","Masculine",2,,
"757","phiraṅgas","phiraṅga","Masculine",2,,
"758","phenakas","phenaka","Masculine",2,,
"759","bakāras","bakāra","Masculine",2,,
"760","bajas","baja","Masculine",2,,
"761","baddhakas","baddhaka","Masculine",2,,
"762","bandhas","bandha","Masculine",2,,
"763","barjahas","barjaha","Masculine",2,,
"764","barbaṭas","barbaṭa","Masculine",2,,
"765","barbaras","barbara","Masculine",2,,
"766","balīvardas","balīvarda","Masculine",2,,
"767","bastas","basta","Masculine",2,,
"768","bahiṣkāras","bahiṣkāra","Masculine",2,,
"769","bahubollakas","bahubollaka","Masculine",2,,
"770","bāṅgalādeśas","bāṅgalādeśa","Masculine",2,,
"771","bāṇas","bāṇa","Masculine",2,,
"772","bālas","bāla","Masculine",2,,
"773","bālakas","bālaka","Masculine",2,,
"774","bāliśas","bāliśa","Masculine",2,,
"775","biḍālas","biḍāla","Masculine",2,,
"776","buddhas","buddha","Masculine",2,,
"777","budhas","budha","Masculine",2,,
"778","bundas","bunda","Masculine",2,,
"779","bulabulas","bulabula","Masculine",2,,
"780","bollakas","bollaka","Masculine",2,,
"781","bhakṣas","bhakṣa","Masculine",2,,
"782","bhagas","bhaga","Masculine",2,,
"783","bhagadattas","bhagadatta","Masculine",2,,
"784","bhaṅgas","bhaṅga","Masculine",2,,
"785","bhañjakas","bhañjaka","Masculine",2,,
"786","bhayaṅkaras","bhayaṅkara","Masculine",2,,
"787","bharas","bhara","Masculine",2,,
"788","bhartsakas","bhartsaka","Masculine",2,,
"789","bhallas","bhalla","Masculine",2,,
"790","bhallūkas","bhallūka","Masculine",2,,
"791","bhavakṣayas","bhavakṣaya","Masculine",2,,
"792","bhāgas","bhāga","Masculine",2,,
"793","bhāmas","bhāma","Masculine",2,,
"794","bhāras","bhāra","Masculine",2,,
"795","bhārikas","bhārika","Masculine",2,,
"796","bhāvas","bhāva","Masculine",2,,
"797","bhāsas","bhāsa","Masculine",2,,
"798","bhujas","bhuja","Masculine",2,,
"799","bhūkampas","bhūkampa","Masculine",2,,
"800","bhūgolas","bhūgola","Masculine",2,,
"801","bhūpas","bhūpa","Masculine",2,,
"802","bhūbhāgas","bhūbhāga","Masculine",2,,
"803","bhūrjas","bhūrja","Masculine",2,,
"804","bhogas","bhoga","Masculine",2,,
"805","bhraṃśas","bhraṃśa","Masculine",2,,
"806","bhramaras","bhramara","Masculine",2,,
"807","makakas","makaka","Masculine",2,,
"808","makaras","makara","Masculine",2,,
"809","maṇibandhas","maṇibandha","Masculine",2,,
"810","maṇḍūkas","maṇḍūka","Masculine",2,,
"811","mattas","matta","Masculine",2,,
"812","matsyas","matsya","Masculine",2,,
"813","madanas","madana","Masculine",2,,
"814","madanāṅkuśas","madanāṅkuśa","Masculine",2,,
"815","madyasāras","madyasāra","Masculine",2,,
"816","madhuras","madhura","Masculine",2,,
"817","madhyas","madhya","Masculine",2,,
"818","manuṣyas","manuṣya","Masculine",2,,
"819","mayūkhas","mayūkha","Masculine",2,,
"820","mayūras","mayūra","Masculine",2,,
"821","marīyamiputras","marīyamiputra","Masculine",2,,
"822","markaṭas","markaṭa","Masculine",2,,
"823","martas","marta","Masculine",2,,
"824","mardas","marda","Masculine",2,,
"825","maryas","marya","Masculine",2,,
"826","maśas","maśa","Masculine",2,,
"827","maśakas","maśaka","Masculine",2,,
"828","mahas","maha","Masculine",2,,
"829","mahāgajas","mahāgaja","Masculine",2,,
"830","mahādevas","mahādeva","Masculine",2,,
"831","mahārājan","mahārājan","Masculine",2,,
"832","mahārṇavas","mahārṇava","Masculine",2,,
"833","mahāvīras","mahāvīra","Masculine",2,,
"834","mahiṣas","mahiṣa","Masculine",2,,
"835","māṇḍalikas","māṇḍalika","Masculine",2,,
"836","mātṛdevas","mātṛdeva","Masculine",2,,
"837","mādhavas","mādhava","Masculine",2,,
"838","māras","māra","Masculine",2,,
"839","mārgas","mārga","Masculine",2,,
"840","mārjāras","mārjāra","Masculine",2,,
"841","māsas","māsa","Masculine",2,,
"842","miyedhas","miyedha","Masculine",2,,
"843","mihiras","mihira","Masculine",2,,
"844","mīnas","mīna","Masculine",2,,
"845","mīras","mīra","Masculine",2,,
"846","mukhyas","mukhya","Masculine",2,,
"847","mudgas","mudga","Masculine",2,,
"848","muralīdharas","muralīdhara","Masculine",2,,
"849","muṣkas","muṣka","Masculine",2,,
"850","muslimadharmas","muslimadharma","Masculine",2,,
"851","mūḍhas","mūḍha","Masculine",2,,
"852","mūṣakas","mūṣaka","Masculine",2,,
"853","mūṣikas","mūṣika","Masculine",2,,
"854","mṛgas","mṛga","Masculine",2,,
"855","meghas","megha","Masculine",2,,
"856","meḍhrajas","meḍhraja","Masculine",2,,
"857","meṇḍhras","meṇḍhra","Masculine",2,,
"858","medhas","medha","Masculine",2,,
"859","merudaṇḍas","merudaṇḍa","Masculine",2,,
"860","meṣas","meṣa","Masculine",2,,
"861","mehas","meha","Masculine",2,,
"862","mohas","moha","Masculine",2,,
"863","mlecchas","mleccha","Masculine",2,,
"864","yas","ya","Masculine",2,,
"865","yakṣmas","yakṣma","Masculine",2,,
"866","yajñas","yajña","Masculine",2,,
"867","yatnas","yatna","Masculine",2,,
"868","yamas","yama","Masculine",2,,
"869","yavas","yava","Masculine",2,,
"870","yavanadharmas","yavanadharma","Masculine",2,,
"871","yahvas","yahva","Masculine",2,,
"872","yāgas","yāga","Masculine",2,,
"873","yābhas","yābha","Masculine",2,,
"874","yāmas","yāma","Masculine",2,,
"875","yudhmas","yudhma","Masculine",2,,
"876","yuvanas","yuvana","Masculine",2,,
"877","yūthas","yūtha","Masculine",2,,
"878","yūṣas","yūṣa","Masculine",2,,
"879","yogas","yoga","Masculine",2,,
"880","yogakṣemas","yogakṣema","Masculine",2,,
"881","yogyas","yogya","Masculine",2,,
"882","rakāras","rakāra","Masculine",2,,
"883","raṅgas","raṅga","Masculine",2,,
"884","raṇḍas","raṇḍa","Masculine",2,,
"885","rathas","ratha","Masculine",2,,
"886","ramajānas","ramajāna","Masculine",2,,
